"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V042403C","V042403C","factor","factor","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","",""
"V042403D","V042403D","factor","factor","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","",""
"V042403E","V042403E","factor","factor","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","",""
"V042403F","V042403F","factor","factor","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","",""
"V042403G","V042403G","factor","factor","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","",""
"V042403H","V042403H","factor","factor","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","1. Administered as 1st name|2. Administered as 2nd name|3. Administered as 3rd name|4. Administered as 4th name|5. Administered as 5th name|6. Administered as 6th name|7. Administered as 7th name|8. Administered as 8th name|.","",""
"V042404","V042404","factor","factor","1. Democratic party thermometer administered first (B1n)|2. Republican party thermometer administered first (B1p)|.","1. Democratic party thermometer administered first (B1n)|2. Republican party thermometer administered first (B1p)|.","",""
"V042405","V042405","factor","factor","1. Democratic party likes-dislikes administered first (C1)|2. Republican party likes-dislikes administered first (C2)|.","1. Democratic party likes-dislikes administered first (C1)|2. Republican party likes-dislikes administered first (C2)|.","",""
"V042406","V042406","factor","factor","1. President Bush affects administered first (D1 series)|2. John Kerry affects administered first (D2 series)|.","1. President Bush affects administered first (D1 series)|2. John Kerry affects administered first (D2 series)|.","",""
"V042407A","V042407A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042407B","V042407B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042407C","V042407C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042407D","V042407D","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042408A","V042408A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042408B","V042408B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042408C","V042408C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042408D","V042408D","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V042409","V042409","factor","factor","1. John Kerry placement administered first (K3)|2. Ralph Nader placement administered first (K4)|.","1. John Kerry placement administered first (K3)|2. Ralph Nader placement administered first (K4)|.","",""
"V042410","V042410","factor","factor","1. Democratic party placement administered first (E5)|2. Republican party placement administered first (E6)|.","1. Democratic party placement administered first (E5)|2. Republican party placement administered first (E6)|.","",""
"V042411","V042411","factor","factor","1. Unemployment questions F3-F4 administered first|2. Inflation questions F5-F6 administered first|.","1. Unemployment questions F3-F4 administered first|2. Inflation questions F5-F6 administered first|.","",""
"V042412","V042412","factor","factor","1. Democratic party first in question text|2. Republican party first in question text|.","1. Democratic party first in question text|2. Republican party first in question text|.","",""
"V042413","V042413","factor","factor","1. President Bush traits administered first (K1 series)|2. John Kerry traits administered first (K2 series)|.","1. President Bush traits administered first (K1 series)|2. John Kerry traits administered first (K2 series)|.","",""
"V042414A","V042414A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042414B","V042414B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042414C","V042414C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042414D","V042414D","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042414E","V042414E","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042414F","V042414F","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042414G","V042414G","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042415A","V042415A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042415B","V042415B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042415C","V042415C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042415D","V042415D","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042415E","V042415E","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042415F","V042415F","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042415G","V042415G","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|.","",""
"V042416","V042416","factor","factor","1. George Bush placement administered first (N1b)|2. John Kerry placement administered first (N1c)|.","1. George Bush placement administered first (N1b)|2. John Kerry placement administered first (N1c)|.","",""
"V042417","V042417","factor","factor","1. Democratic party placement administered first (N1d)|2. Republican party placement administered first (N1e)|.","1. Democratic party placement administered first (N1d)|2. Republican party placement administered first (N1e)|.","",""
"V042418","V042418","factor","factor","1. George Bush placement administered first N2b)|2. John Kerry placement administered first (N2c)|.","1. George Bush placement administered first N2b)|2. John Kerry placement administered first (N2c)|.","",""
"V042419","V042419","factor","factor","1. Democratic party placement administered first (N2d)|2. Republican party placement administered first (N2e)|.","1. Democratic party placement administered first (N2d)|2. Republican party placement administered first (N2e)|.","",""
"V042420","V042420","factor","factor","1. George Bush placement administered first (N5b)|2. John Kerry placement administered first (N5c)|.","1. George Bush placement administered first (N5b)|2. John Kerry placement administered first (N5c)|.","",""
"V042421","V042421","factor","factor","1. Democratic party placement administered first (N5d)|2. Republican party placement administered first (N5e)|.","1. Democratic party placement administered first (N5d)|2. Republican party placement administered first (N5e)|.","",""
"V042422","V042422","factor","factor","1. George Bush placement administered first (N6b)|2. John Kerry placement administered first (N6c)|.","1. George Bush placement administered first (N6b)|2. John Kerry placement administered first (N6c)|.","",""
"V042423","V042423","factor","factor","1. Democratic party placement administered first (N6d)|2. Republican party placement administered first (N6e)|.","1. Democratic party placement administered first (N6d)|2. Republican party placement administered first (N6e)|.","",""
"V042424A","V042424A","factor","factor","01. Administered 1st|02. Administered 2nd|03. Administered 3rd|04. Administered 4th|05. Administered 5th|06. Administered 6th|07. Administered 7th|08. Administered 8th|09. Administered 9th|10. Administered 10th|.","01. Administered 1st|02. Administered 2nd|03. Administered 3rd|04. Administered 4th|05. Administered 5th|06. Administered 6th|07. Administered 7th|08. Administered 8th|09. Administered 9th|10. Administered 10th|.","",""
"V042424B","V042424B","factor","factor","01. Administered 1st|02. Administered 2nd|03. Administered 3rd|04. Administered 4th|05. Administered 5th|06. Administered 6th|07. Administered 7th|08. Administered 8th|09. Administered 9th|10. Administered 10th|.","01. Administered 1st|02. Administered 2nd|03. Administered 3rd|04. Administered 4th|05. Administered 5th|06. Administered 6th|07. Administered 7th|08. Administered 8th|09. Administered 9th|10. Administered 10th|.","",""
